"","B cells","CDIC-A","CDIC-B","CDPC","Connecting tubule cells","DCT","Dendritic cells","Endothelial cells","Mesenchymal cells","PCT","PST","Podocytes","Proximal tubule cells","T cells","T regulatory cells","Thick ascending limb (LOH)","Thin ascending limb (LOH)","Thin descending limb (LOH)"
"Nalcn",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Nalf2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Nampt",4,8,7,10,2,10,9,12,11,12,12,4,12,6,3,10,10,8
"Nanog",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nanos3",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Nanp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nans",1,1,1,1,0,1,2,3,3,2,4,2,3,1,1,2,2,2
"Nap1l1",8,11,13,13,5,15,14,15,15,17,16,10,16,6,6,15,11,13
"Nap1l4",8,9,8,13,3,13,9,16,15,15,21,6,14,8,3,14,11,8
"Napa",4,5,2,5,2,8,6,11,11,11,9,3,10,2,2,10,3,3
"Napb",0,0,0,1,0,1,1,7,5,3,5,0,3,0,0,5,1,1
"Napepld",1,1,1,4,1,3,4,5,4,4,5,1,4,2,1,4,1,0
"Napg",4,8,6,10,6,14,8,12,17,13,15,5,15,4,4,15,9,9
"Naprt",4,3,5,6,3,6,5,9,8,11,9,5,8,3,3,9,4,4
"Napsa",6,7,7,9,6,11,8,12,9,10,10,7,9,6,5,10,8,9
"Narf",0,0,0,6,2,6,5,6,7,9,10,2,7,0,1,8,3,3
"Nars",10,9,6,13,7,15,10,17,17,17,17,8,17,6,4,16,8,8
"Nars2",1,3,3,9,2,9,4,11,11,11,13,2,12,2,0,11,6,5
"Nasp",4,10,8,12,6,13,8,13,12,13,12,7,13,4,5,13,10,8
"Nat1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Nat10",2,7,12,15,4,16,10,20,21,22,23,2,19,1,3,19,10,9
"Nat14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nat2",1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0
"Nat8",0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1
"Nat8f1",1,2,2,2,1,3,1,3,2,3,3,2,2,0,1,2,2,1
"Nat8f2",0,1,1,0,0,2,1,2,2,2,2,1,2,0,0,2,1,1
"Nat8f3",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"Nat8f4",0,0,0,1,0,0,1,0,0,3,3,0,3,0,0,1,0,0
"Nat8f6",1,1,2,2,1,1,1,2,2,2,2,0,2,0,1,2,1,1
"Nat8f7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nat9",3,3,2,5,0,5,4,7,6,4,6,1,6,1,1,5,5,2
"Natd1",0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,2,0,0
"Nav1",2,3,3,5,1,13,2,18,16,17,18,1,20,0,1,12,4,2
"Nav2",0,8,7,16,3,24,13,25,22,26,31,8,30,2,2,24,11,13
"Nav3",1,2,4,6,1,7,5,20,18,12,24,3,16,0,1,20,4,1
"Naxd",1,3,3,7,2,8,7,7,8,9,11,3,8,1,4,10,3,4
"Naxe",2,4,5,7,4,6,5,6,8,8,6,3,6,4,3,7,6,4
"Nbas",8,16,18,31,4,40,23,46,42,41,44,8,43,9,5,41,21,19
"Nbdy",3,3,2,4,2,4,4,4,4,4,4,4,4,3,1,4,4,4
"Nbea",10,16,18,36,7,43,27,47,42,50,51,15,43,11,7,53,19,15
"Nbeal1",27,41,35,51,18,57,38,59,59,57,58,30,59,23,17,58,33,32
"Nbeal2",5,7,11,17,5,33,14,35,33,35,41,5,30,4,5,38,13,9
"Nbl1",0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,2
"Nbn",4,8,7,13,3,14,13,15,15,15,16,9,15,7,2,15,10,8
"Nbr1",6,9,9,19,8,23,18,24,23,24,23,11,24,9,5,24,12,12
"Ncald",1,1,0,1,0,2,1,3,2,2,3,0,3,0,0,1,0,0
"Ncam1",0,0,3,1,0,5,1,6,2,5,8,1,5,0,0,5,2,0
"Ncam2",0,1,0,5,0,4,1,5,3,5,6,0,3,0,1,6,0,1
"Ncapd2",2,1,2,14,2,5,4,9,11,9,18,3,15,0,1,14,3,4
"Ncapd3",6,10,14,26,8,29,21,31,31,30,34,9,33,6,9,34,10,12
"Ncapg",0,0,1,2,1,7,1,5,7,6,12,1,6,0,0,10,0,0
"Ncapg2",1,2,0,6,0,9,3,12,7,6,12,0,12,0,0,7,2,0
"Ncaph",0,0,0,0,0,2,0,1,2,1,5,0,6,1,0,1,0,1
"Ncaph2",1,5,3,12,1,14,6,15,15,17,16,4,17,5,2,16,3,8
"Ncbp1",2,6,7,14,2,18,11,20,14,13,19,3,18,5,4,21,12,9
"Ncbp2",2,2,3,3,1,3,2,3,3,3,3,2,3,2,1,3,2,2
"Ncbp3",3,3,5,10,2,12,8,11,12,11,12,4,12,2,4,12,7,5
"Nccrp1",0,2,1,2,1,4,1,4,4,4,3,1,3,0,0,4,3,2
"Ncdn",0,1,0,2,0,1,1,2,3,5,5,0,3,0,0,2,0,1
"Nceh1",2,3,4,5,2,5,5,6,5,5,6,4,5,3,2,5,5,2
"Ncf1",0,0,0,0,0,1,0,0,3,1,2,0,1,0,0,1,0,0
"Ncf2",0,1,2,3,1,1,1,2,2,4,7,2,5,1,0,4,2,4
"Ncf4",0,1,0,1,0,0,0,3,1,3,1,0,2,0,0,3,0,0
"Nck1",1,4,3,4,2,5,4,6,4,5,5,1,5,1,1,6,4,3
"Nck2",0,1,1,2,1,2,0,3,2,3,3,1,3,2,0,3,2,0
"Nckap1",13,21,16,29,8,30,24,30,30,30,30,21,30,10,5,30,22,16
"Nckap1l",1,2,2,3,0,5,2,6,6,7,12,0,8,1,1,5,1,2
"Nckap5",5,8,5,13,6,13,12,17,17,16,17,4,15,3,1,14,4,5
"Nckap5l",1,0,0,3,0,4,0,4,6,6,6,0,4,0,0,2,2,0
"Nckipsd",0,1,0,3,0,2,3,7,3,4,9,0,8,1,0,8,1,1
"Ncl",10,13,14,13,10,13,13,13,14,14,14,13,13,11,8,14,14,13
"Ncln",0,5,2,5,1,5,3,12,9,9,12,3,10,2,0,10,2,4
"Ncmap",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ncoa1",4,15,16,21,4,20,19,24,25,22,26,9,26,8,4,26,11,12
"Ncoa2",3,10,8,18,5,17,12,25,23,23,27,9,24,5,2,22,13,11
"Ncoa3",8,15,16,19,7,25,15,24,24,26,24,13,23,12,6,25,17,19
"Ncoa4",1,5,4,7,0,8,3,8,8,9,7,1,8,0,4,9,5,4
"Ncoa5",2,1,2,6,1,6,3,7,7,7,10,2,8,1,1,6,3,1
"Ncoa6",2,6,3,7,2,11,11,15,13,13,14,7,15,4,3,17,5,4
"Ncoa7",6,10,10,15,5,15,12,18,18,19,18,7,15,6,7,18,15,13
"Ncor1",33,43,43,57,25,59,52,62,61,59,60,41,65,33,23,61,45,45
"Ncor2",6,14,17,34,3,43,27,49,45,48,51,17,48,11,3,46,15,13
"Ncr1",0,0,0,0,0,1,0,2,0,0,3,0,1,0,0,0,0,0
"Ncs1",1,1,1,2,0,2,0,5,3,5,4,1,4,1,3,5,0,1
"Ncstn",2,7,8,12,4,13,6,16,15,15,16,2,14,3,1,12,7,4
"Ndc1",2,0,1,8,0,5,1,9,10,10,11,1,7,1,0,9,1,1
"Ndc80",1,1,0,0,0,3,0,3,4,4,5,0,3,1,0,2,0,0
"Nde1",1,4,2,4,1,6,2,7,6,7,7,3,7,2,1,7,3,4
"Ndel1",5,7,5,8,4,10,8,10,9,9,10,6,8,5,4,9,8,6
"Ndfip1",4,9,7,8,4,7,8,8,8,9,9,5,8,6,4,8,8,6
"Ndfip2",3,5,5,6,3,8,8,10,9,9,8,4,9,5,1,9,7,6
"Ndnf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ndor1",0,3,2,7,2,9,3,12,8,10,14,4,8,2,1,9,6,2
"Ndrg1",12,12,12,15,6,15,14,15,16,15,16,13,15,8,4,16,14,11
"Ndrg2",0,4,1,7,1,6,6,13,9,8,12,3,12,0,0,10,1,3
"Ndrg3",2,2,4,9,1,13,8,13,10,14,14,3,12,2,0,13,6,5
"Ndrg4",1,0,0,1,0,0,1,4,1,0,1,0,2,0,0,1,0,0
"Ndst1",3,3,3,9,1,10,5,16,14,13,14,4,15,2,2,15,3,3
"Ndst2",2,2,1,5,2,13,4,10,11,11,13,2,9,0,2,9,1,5
"Ndst3",0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0
"Ndst4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ndufa1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
"Ndufa10",4,6,8,9,6,9,7,10,11,10,9,6,10,6,6,9,8,9
"Ndufa11",4,4,4,4,4,5,4,6,5,6,6,4,7,4,3,6,4,5
"Ndufa12",3,2,4,3,1,4,3,5,5,5,5,2,3,2,2,4,3,3
"Ndufa13",3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3
"Ndufa2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Ndufa3",4,5,4,5,4,5,6,8,6,5,7,4,8,4,3,7,5,4
"Ndufa4",4,4,5,5,3,5,5,6,5,5,8,3,5,3,3,7,4,5
"Ndufa4l2",0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,0
"Ndufa5",5,5,4,7,4,7,5,7,7,6,7,4,7,5,5,7,6,6
"Ndufa6",3,3,3,5,3,4,4,4,4,4,4,4,5,3,3,6,3,3
"Ndufa7",3,4,4,5,3,4,6,6,7,5,6,4,4,4,4,5,3,5
"Ndufa8",2,3,3,3,2,3,3,3,3,3,3,2,3,2,2,3,2,2
"Ndufa9",4,8,6,10,4,10,8,10,9,10,12,5,10,6,3,10,9,7
"Ndufab1",1,4,4,5,3,7,6,7,6,7,7,4,6,2,2,7,3,5
"Ndufaf1",0,3,4,5,2,6,5,5,5,5,6,4,6,0,2,7,3,3
"Ndufaf2",2,2,3,4,2,3,3,3,4,3,4,2,3,1,1,4,2,3
"Ndufaf3",2,3,4,4,2,4,4,5,4,4,5,3,5,3,2,4,3,2
"Ndufaf4",2,1,2,3,2,3,3,3,3,3,3,2,3,1,1,3,3,2
"Ndufaf5",3,4,3,5,3,7,6,11,10,8,9,3,10,3,1,8,6,4
"Ndufaf6",4,9,7,11,2,12,7,12,13,10,12,8,13,6,1,12,8,9
"Ndufaf7",4,3,2,4,2,9,3,7,5,9,8,3,6,1,1,8,6,3
"Ndufaf8",2,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,2,2
"Ndufb1",3,3,4,3,3,4,3,5,4,4,4,3,3,3,3,3,3,3
"Ndufb10",2,3,3,4,3,3,3,4,4,4,6,2,4,3,3,3,3,3
"Ndufb11",2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2
"Ndufb2",2,3,3,2,2,3,3,3,3,3,4,2,3,2,2,3,3,3
"Ndufb3",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
"Ndufb4",1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1
"Ndufb5",4,4,5,5,3,5,5,5,7,6,7,5,6,5,3,9,5,5
"Ndufb6",3,3,3,3,3,4,4,3,4,3,4,3,4,3,3,3,4,3
"Ndufb7",2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2
"Ndufb8",2,3,3,4,2,3,3,4,3,4,4,4,4,3,2,4,3,3
"Ndufb9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Ndufc1",3,3,3,4,3,4,3,5,4,4,3,4,5,3,3,5,3,3
"Ndufc2",2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,3,2,2
"Ndufs1",12,11,16,20,10,23,16,22,22,23,27,10,21,11,8,23,17,13
"Ndufs2",8,10,10,13,6,12,11,14,14,13,13,7,14,6,5,14,13,10
"Ndufs3",3,5,5,9,4,9,4,10,9,9,9,5,9,3,2,9,6,5
"Ndufs4",5,6,6,7,5,7,7,7,8,8,10,5,8,5,3,7,5,5
"Ndufs5",0,2,1,1,0,1,1,2,2,2,2,1,3,0,0,1,1,0
"Ndufs6",4,4,3,4,3,4,4,4,5,4,5,4,4,3,4,4,3,4
"Ndufs7",4,5,6,7,5,6,7,7,9,7,7,4,7,4,3,7,6,4
"Ndufs8",3,4,3,6,2,6,4,6,7,6,5,2,6,2,3,6,3,3
"Ndufv1",3,6,7,10,3,8,7,9,9,9,10,8,10,3,5,10,7,8
"Ndufv2",5,7,8,8,5,8,7,7,7,8,9,7,9,4,5,8,7,7
"Ndufv3",3,3,3,3,3,3,4,4,4,3,5,3,5,3,3,4,3,3
"Neb",0,2,2,8,0,8,1,7,12,14,21,3,12,1,1,11,1,0
"Nebl",1,1,0,1,0,5,2,5,4,4,8,1,4,1,0,3,1,0
"Necab1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Necab3",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Necap1",1,3,1,8,1,6,4,8,8,8,8,1,9,1,0,8,6,3
"Necap2",2,2,2,7,0,7,2,7,7,8,7,2,7,1,2,7,4,2
"Nectin1",0,2,0,2,0,1,3,4,2,2,3,1,3,0,0,4,0,0
"Nectin2",0,0,1,4,0,2,4,6,5,3,6,1,5,0,0,5,2,0
"Nectin3",4,7,6,7,2,9,8,7,8,10,11,3,10,3,4,10,7,6
"Nectin4",0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0
"Nedd1",3,4,3,9,3,8,6,12,11,10,14,2,11,2,3,9,4,4
"Nedd4",11,22,23,28,16,28,24,30,29,28,30,16,28,18,13,29,23,24
"Nedd4l",15,22,18,26,12,33,26,37,32,32,36,20,34,13,10,34,20,21
"Nedd8",1,3,2,3,1,4,3,4,3,3,3,3,4,1,2,4,3,2
"Nedd9",0,4,3,6,2,7,4,7,6,7,6,3,6,1,1,7,3,1
"Nefh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Nefl",0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0
"Negr1",1,2,1,4,2,3,1,5,3,4,5,0,4,0,1,4,1,0
"Neil1",2,5,2,5,0,5,4,6,7,6,7,1,7,4,1,7,1,3
"Neil2",0,1,1,3,0,4,2,6,4,4,4,2,5,0,0,4,3,0
"Neil3",0,1,2,0,0,4,1,4,4,5,5,0,4,0,0,3,0,1
"Nek1",5,13,8,23,3,28,19,33,31,28,33,13,33,8,7,33,16,12
"Nek10",0,0,1,1,0,1,1,2,2,0,2,1,1,0,0,0,1,0
"Nek11",0,1,1,2,0,1,0,4,1,2,6,0,1,0,0,2,0,0
"Nek2",0,1,0,2,1,3,0,4,4,2,3,0,4,0,0,2,2,0
"Nek3",1,3,1,7,1,7,3,8,7,11,9,0,11,2,0,10,8,2
"Nek4",6,3,7,13,2,12,6,16,14,14,15,5,14,3,5,15,9,2
"Nek5",0,0,1,2,0,2,3,3,4,3,6,0,6,0,0,1,2,0
"Nek6",1,0,1,1,0,1,1,4,3,4,6,1,3,0,1,1,1,1
"Nek7",3,4,4,8,2,10,8,9,8,10,10,4,9,2,2,9,7,4
"Nek8",0,3,2,5,2,7,4,9,8,6,8,1,10,2,1,8,3,2
"Nek9",2,7,5,15,2,17,11,20,17,17,20,4,17,4,3,18,10,8
"Nelfa",2,1,3,5,1,5,5,9,6,8,9,2,6,1,0,7,3,2
"Nelfb",3,3,2,8,0,5,4,8,8,8,11,4,9,0,1,8,2,4
"Nelfcd",0,3,4,4,0,5,3,13,11,11,12,3,8,0,1,6,2,1
"Nelfe",2,3,4,6,2,8,7,11,9,10,11,2,9,3,2,9,5,5
"Nell2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nemf",11,20,19,32,9,33,27,36,34,33,34,20,33,13,9,34,27,24
"Nemp1",0,1,2,2,0,4,3,6,4,2,7,0,4,1,0,6,1,1
"Nemp2",1,1,0,2,0,3,1,5,3,3,5,1,3,0,0,4,2,0
"Nenf",1,4,3,4,3,4,3,5,5,4,4,1,3,1,1,5,3,3
"Neo1",6,9,9,15,3,18,10,20,21,23,26,8,22,8,1,22,9,9
"Nepn",0,0,1,2,0,2,0,2,2,1,3,0,2,0,0,2,0,1
"Nepro",1,1,4,3,0,5,5,7,7,8,7,1,8,1,0,7,3,2
"Nes",0,1,1,0,0,1,2,2,2,2,2,0,3,0,0,3,2,1
"Net1",5,5,4,9,5,11,7,9,9,10,10,4,11,6,2,9,6,3
"Neto2",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Neu1",2,4,4,5,1,5,4,5,5,5,5,3,5,2,3,5,5,4
"Neu2",0,0,0,1,0,2,0,1,1,2,1,0,2,0,0,0,0,0
"Neu3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
"Neurl1a",0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
"Neurl1b",0,0,0,1,0,1,1,2,2,1,1,0,3,0,1,2,0,0
"Neurl2",0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0
"Neurl3",0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0
"Neurl4",4,11,9,14,2,21,13,29,27,28,31,9,28,3,1,27,7,12
"Nexmif",0,0,0,0,0,1,0,2,0,3,1,0,1,0,0,1,1,0
"Nexn",0,4,6,9,0,13,9,12,12,14,15,5,12,3,1,12,5,4
"Nf1",15,24,22,46,6,49,38,54,55,59,59,20,58,17,13,55,30,30
"Nf2",2,7,7,13,1,16,11,21,13,19,19,6,18,9,2,20,10,7
"Nfam1",0,1,0,0,0,0,1,1,1,2,1,0,2,0,0,0,0,0
"Nfasc",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Nfat5",9,12,16,17,12,18,15,19,18,18,18,9,18,12,8,20,14,13
"Nfatc1",0,1,0,3,0,4,4,7,5,7,7,1,4,0,1,5,2,3
"Nfatc2",0,1,2,3,0,1,1,4,3,0,8,0,5,0,0,4,0,2
"Nfatc2ip",0,0,2,2,1,3,1,3,2,5,4,0,4,1,1,4,2,1
"Nfatc3",1,3,6,9,2,7,6,10,7,8,7,2,9,1,2,8,4,6
"Nfatc4",0,0,1,2,0,2,0,1,2,1,3,0,1,0,0,2,0,0
"Nfe2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nfe2l1",3,2,4,5,1,5,4,6,5,5,6,2,5,3,1,4,3,2
"Nfe2l2",0,3,2,3,0,3,3,4,4,3,4,2,5,1,1,4,3,4
"Nfe2l3",0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0
"Nfia",3,8,7,11,3,12,8,12,12,14,14,5,12,4,3,13,8,6
"Nfib",2,9,9,12,6,14,9,15,12,16,15,8,15,8,4,14,6,7
"Nfic",4,6,6,11,3,12,8,11,10,12,13,6,11,7,4,10,6,5
"Nfil3",0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0
"Nfix",3,4,6,8,4,10,10,13,11,13,13,5,12,2,3,12,7,3
"Nfkb1",3,8,7,15,4,17,12,19,18,18,22,3,19,2,2,20,7,11
"Nfkb2",1,4,1,9,1,13,5,15,10,11,17,3,14,1,2,16,4,2
"Nfkbia",3,2,3,5,2,5,3,5,5,5,5,3,5,2,2,5,5,3
"Nfkbib",1,2,1,4,1,4,1,5,4,5,5,1,4,1,1,4,3,2
"Nfkbid",0,0,0,1,0,2,1,2,0,3,1,0,1,0,0,1,0,0
"Nfkbie",0,0,0,1,0,1,0,2,3,2,1,0,1,0,0,1,0,0
"Nfkbil1",0,0,0,1,0,2,1,2,2,2,1,0,2,0,0,2,0,0
"Nfkbiz",0,2,5,7,1,12,6,13,12,9,12,6,10,2,2,9,5,4
"Nfrkb",4,10,9,12,1,19,9,21,20,20,21,9,23,3,3,21,9,9
"Nfs1",4,4,4,7,3,8,6,8,9,8,9,3,8,3,2,9,3,4
"Nfu1",2,5,5,4,2,7,4,8,9,6,12,3,7,2,3,6,5,4
"Nfx1",5,7,12,20,5,19,16,21,20,21,25,8,19,4,7,23,14,11
"Nfxl1",5,5,9,14,3,16,12,18,18,20,21,7,20,7,7,22,7,10
"Nfya",0,1,3,7,0,7,4,10,6,9,9,2,7,3,1,9,2,1
"Nfyb",1,2,6,6,3,9,6,9,9,9,9,3,8,3,5,9,4,1
"Nfyc",0,6,7,10,3,12,7,13,11,11,11,4,8,4,1,11,6,6
"Ngdn",3,5,5,8,5,10,6,10,10,10,11,4,9,4,5,8,7,4
"Ngef",2,3,6,6,2,7,4,7,12,9,13,3,10,3,0,12,2,2
"Ngf",0,1,0,0,0,1,0,1,1,2,1,0,1,0,0,0,0,0
"Ngfr",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0
"Ngly1",5,7,7,9,2,11,8,10,11,12,11,5,11,5,3,12,6,3
"Ngp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ngrn",0,0,1,2,0,2,2,2,2,1,2,0,2,0,0,2,2,0
"Nhej1",1,1,1,4,0,4,4,5,5,6,7,0,5,1,1,6,2,0
"Nhlrc2",4,5,3,8,4,9,4,11,9,11,9,4,10,4,2,9,4,5
"Nhlrc3",1,2,2,4,1,6,4,6,6,6,6,1,5,1,2,7,2,2
"Nhp2",1,3,2,3,2,3,3,3,2,3,3,3,3,1,1,3,3,2
"Nhs",1,3,0,7,1,6,2,6,6,8,7,3,8,1,1,7,2,2
"Nhsl1",1,0,3,5,2,4,1,7,7,6,9,1,7,0,1,7,3,4
"Nhsl2",0,1,1,4,0,4,2,6,3,6,6,0,6,0,1,5,2,3
"Niban1",3,3,1,8,3,9,1,11,10,9,11,4,10,0,0,8,8,5
"Niban2",0,0,1,1,1,6,4,5,3,6,7,0,5,1,0,5,0,1
"Niban3",0,0,0,2,0,2,1,3,3,2,6,0,3,1,1,5,0,0
"Nicn1",0,1,1,2,2,2,1,5,4,4,5,0,3,0,0,4,0,0
"Nid1",3,4,2,11,3,14,8,17,14,14,17,2,15,4,1,13,4,4
"Nid2",1,4,2,11,2,13,8,11,16,16,18,8,14,3,3,15,7,5
"Nif3l1",1,2,0,4,0,4,1,5,5,6,5,2,5,0,1,5,1,2
"Nifk",0,5,1,6,1,6,2,6,6,6,6,3,6,2,2,6,3,4
"Nim1k",0,1,1,1,0,1,2,2,2,2,3,1,2,1,0,1,2,0
"Nin",1,6,9,14,3,27,14,27,31,26,32,7,31,6,1,27,13,6
"Ninj1",0,2,1,2,1,3,0,3,3,3,3,0,3,0,0,2,1,2
"Ninl",5,7,7,21,4,23,11,24,23,25,27,9,25,6,4,27,13,9
"Nip7",1,2,2,3,0,3,1,4,3,3,3,1,4,2,1,3,1,0
"Nipa1",0,0,0,1,0,1,0,2,2,3,1,0,2,0,1,1,0,0
"Nipa2",2,4,4,8,1,8,3,8,8,10,9,4,8,0,2,6,4,4
"Nipal1",0,0,0,0,0,3,0,0,1,1,3,0,0,0,0,2,0,0
"Nipal2",0,2,3,3,0,8,3,6,3,6,7,2,5,0,1,7,0,2
"Nipal3",1,2,1,8,1,8,5,10,10,9,12,3,9,2,0,11,6,2
"Nipal4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Nipbl",25,29,34,45,19,45,40,47,45,46,47,31,46,25,18,47,35,30
"Nipsnap1",4,4,6,7,1,9,5,8,10,9,10,4,9,3,2,11,6,3
"Nipsnap2",3,5,5,9,2,9,7,10,9,10,10,5,9,3,3,8,6,2
"Nipsnap3b",0,0,1,1,0,4,0,3,3,3,4,0,3,0,1,1,1,0
"Nisch",9,15,17,21,3,23,21,22,20,23,20,12,22,12,6,21,15,17
"Nit1",3,6,3,7,3,7,5,8,8,8,8,7,7,4,2,9,5,4
"Nit2",4,7,6,8,3,9,6,10,10,10,10,7,9,4,4,10,6,6
"Nkain1",0,1,1,3,0,2,1,4,2,4,4,0,1,1,0,3,0,0
"Nkain2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Nkain3",0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
"Nkain4",0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0
"Nkap",4,5,6,6,3,6,6,8,7,7,7,4,6,2,4,5,4,3
"Nkapd1",2,2,5,5,1,7,5,6,7,6,7,3,6,4,1,6,4,3
"Nkd1",0,1,0,0,1,2,0,6,3,5,6,1,3,0,0,5,1,0
"Nkd2",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Nkg7",0,2,1,1,1,2,2,2,3,2,2,0,2,1,0,2,1,2
"Nkiras1",3,2,4,7,1,8,4,9,8,8,8,2,8,1,3,8,6,5
"Nkiras2",1,1,0,2,0,1,2,3,1,3,3,0,2,1,0,3,1,0
"Nkrf",0,0,0,1,0,1,0,0,0,0,2,0,2,1,0,2,0,0
"Nktr",13,17,16,23,11,23,20,22,24,22,22,19,24,17,12,22,19,20
"Nkx3-1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nkx6-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nkx6-2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nkx6-3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nle1",1,4,0,3,0,6,2,5,4,8,10,1,5,1,1,7,3,2
"Nlgn1",0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,1,0,0
"Nlgn2",0,1,0,1,0,0,1,1,3,2,3,0,4,1,0,1,0,0
"Nlk",4,4,4,9,1,7,5,10,10,8,11,5,8,2,2,11,5,4
"Nln",2,4,3,8,1,7,5,10,10,9,11,3,12,2,2,7,5,4
"Nlrc3",0,1,0,1,0,6,2,4,4,2,9,0,4,0,0,8,1,0
"Nlrc4",0,0,0,2,0,1,1,5,4,5,7,0,3,0,0,6,3,0
"Nlrc5",0,5,4,7,0,12,7,13,19,19,18,3,17,3,2,16,5,2
"Nlrp10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlrp12",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"Nlrp1a",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Nlrp1b",0,0,1,2,0,3,0,3,2,2,4,0,3,1,0,4,0,0
"Nlrp3",0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,3,0,0
"Nlrp4f",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Nlrp5",0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
"Nlrp6",2,4,5,7,1,7,7,7,7,7,7,2,7,3,2,7,7,5
"Nlrp9b",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Nlrx1",0,0,0,0,0,4,0,1,3,1,5,0,2,0,0,1,1,0
"Nmb",1,1,2,3,0,2,1,3,3,3,3,1,3,1,1,2,2,0
"Nmbr",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Nmd3",1,8,9,14,5,13,7,15,14,16,16,5,15,4,1,16,10,7
"Nme3",0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0
"Nme4",0,0,0,2,0,2,1,4,4,2,6,1,2,0,0,3,0,1
"Nme5",1,3,1,6,0,5,4,7,5,6,7,3,5,1,2,7,2,4
